"記事ID","タイトル","URL","カタログキー","カバー状態","計測状態","インプレッション","PV","スキ","コメント","売上（円）","全期間公開かつ表示あり","開始日（JST）","終了日（JST）"
"n0654ddf27920","【2021年版】カラオケをした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n0654ddf27920","recovered-n0654ddf27920","configured","observed","8","15","0","0","0","true","2026-08-15","2026-09-11"
"n361a963fb079","【2021年版】邦楽をした人が多い県は？ 1位は沖縄県｜都道府県ランキング","https://note.com/stats47/n/n361a963fb079","recovered-n361a963fb079","configured","observed","8","7","0","0","0","true","2026-08-15","2026-09-11"
"n3a94353f31aa","【2021年版】グラウンドゴルフをした人が多い県は？ 1位は鹿児島県｜都道府県ランキング","https://note.com/stats47/n/n3a94353f31aa","recovered-n3a94353f31aa","configured","observed","8","7","0","0","0","true","2026-08-15","2026-09-11"
"n0642ad7f7fdd","農業所得ランキング2003：トップ北海道は最下位滋賀の17倍！驚きの地域格差","https://note.com/stats47/n/n0642ad7f7fdd","paid-n0642ad7f7fdd","configured","observed","8","0","0","0","0","true","2026-08-15","2026-09-11"
"nac5e44284865",".claude/skills 入門 — 一度うまくいった頼み方を職場の資産にする","https://note.com/stats47/n/nac5e44284865","32-claude-skills-getting-started","configured","observed","8","0","0","0","0","true","2026-08-15","2026-09-11"
"nead586305cdb","【2021年版】パチンコをした人が多い県は？ 1位は鹿児島県｜都道府県ランキング","https://note.com/stats47/n/nead586305cdb","recovered-nead586305cdb","configured","observed","7","74","0","0","0","true","2026-08-15","2026-09-11"
"n67729e8be7c4","【2021年版】バドミントンをした人が多い県は？ 1位は宮城県｜都道府県ランキング","https://note.com/stats47/n/n67729e8be7c4","recovered-n67729e8be7c4","configured","observed","7","32","0","0","0","true","2026-08-15","2026-09-11"
"n88d2a55a9e36","【2021年版】柔道をした人が多い県は？ 1位は山口県｜都道府県ランキング","https://note.com/stats47/n/n88d2a55a9e36","recovered-n88d2a55a9e36","configured","observed","7","20","0","0","0","true","2026-08-15","2026-09-11"
"n4dae901ea3e8","貯蓄格差1.98倍！福井県が偏差値70で1位、あなたの県は？【2023年平均貯蓄率】","https://note.com/stats47/n/n4dae901ea3e8","recovered-n4dae901ea3e8","configured","observed","7","18","0","0","0","true","2026-08-15","2026-09-11"
"nf5b4ced7a736","【2021年版・15歳以上】ボランティア活動をした人が多い県は？ 1位は島根県｜都道府県ランキング","https://note.com/stats47/n/nf5b4ced7a736","recovered-nf5b4ced7a736","configured","observed","7","18","0","0","0","true","2026-08-15","2026-09-11"
"nb90f2342ebd8","【2021年版】映画館での映画鑑賞をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/nb90f2342ebd8","recovered-nb90f2342ebd8","configured","observed","7","16","0","0","0","true","2026-08-15","2026-09-11"
"n27cb4242cb67","【2021年版】将棋をした人が多い県は？ 1位は香川県｜都道府県ランキング","https://note.com/stats47/n/n27cb4242cb67","recovered-n27cb4242cb67","configured","observed","7","8","0","0","0","true","2026-08-15","2026-09-11"
"n583a06d171e1","【2021年版】華道をした人が多い県は？ 1位は島根県｜都道府県ランキング","https://note.com/stats47/n/n583a06d171e1","recovered-n583a06d171e1","configured","observed","7","6","0","0","0","true","2026-08-15","2026-09-11"
"nb16c0b751d01","【2021年版】ウォーキング・軽い体操をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/nb16c0b751d01","recovered-nb16c0b751d01","configured","observed","7","5","0","0","0","true","2026-08-15","2026-09-11"
"nfbdfd99fee1b","【2021年版】映画館以外での映画鑑賞をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/nfbdfd99fee1b","recovered-nfbdfd99fee1b","configured","observed","7","5","0","0","0","true","2026-08-15","2026-09-11"
"nda04ec118c93","【2021年版】行楽（日帰り）をした人が多い県は？ 1位は愛知県｜都道府県ランキング","https://note.com/stats47/n/nda04ec118c93","recovered-nda04ec118c93","configured","observed","7","2","0","0","0","true","2026-08-15","2026-09-11"
"n14f716fcd76d","【2021年版】水泳をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n14f716fcd76d","recovered-n14f716fcd76d","configured","observed","6","34","0","0","0","true","2026-08-15","2026-09-11"
"ned30a382334d","【2024年版】都道府県「大学数」ランキング｜京都が東京を抑えて1位の理由","https://note.com/stats47/n/ned30a382334d","recovered-ned30a382334d","configured","observed","6","27","0","0","0","true","2026-08-15","2026-09-11"
"nf0c533293f5b","【2021年版】クラシック音楽鑑賞をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/nf0c533293f5b","recovered-nf0c533293f5b","configured","observed","6","15","0","0","0","true","2026-08-15","2026-09-11"
"ne5b9d2b01255","【2021年版】囲碁をした人が多い県は？ 1位は長崎県｜都道府県ランキング","https://note.com/stats47/n/ne5b9d2b01255","recovered-ne5b9d2b01255","configured","observed","6","13","0","0","0","true","2026-08-15","2026-09-11"
"ne4a6ec30706a","【2021年版】マンガを読んだ人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/ne4a6ec30706a","recovered-ne4a6ec30706a","configured","observed","6","10","0","0","0","true","2026-08-15","2026-09-11"
"n2d43e8cd6054","小学5年の体重格差、最大1.10倍！男子は青森37.5kg、女子は鹿児島34.2kgが最軽量","https://note.com/stats47/n/n2d43e8cd6054","paid-n2d43e8cd6054","configured","observed","6","6","0","0","0","true","2026-08-15","2026-09-11"
"n3f65c01be9a8","【14.7倍差】一般粉じん発生施設数ランキング！あなたの街は大丈夫？愛知がワースト1位の衝撃","https://note.com/stats47/n/n3f65c01be9a8","recovered-n3f65c01be9a8","configured","observed","6","3","0","0","0","true","2026-08-15","2026-09-11"
"nf80da34b28c3","【D3.js×Next.js】ダサい地図から脱却するデータ可視化の配色理論。AIへの的確な指示にも使える全98種コード付き","https://note.com/stats47/n/nf80da34b28c3","paid-nf80da34b28c3","configured","observed","6","2","0","0","0","true","2026-08-15","2026-09-11"
"nf1a5abab3d5e","【2021年版】ポピュラー音楽鑑賞をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/nf1a5abab3d5e","recovered-nf1a5abab3d5e","configured","observed","5","27","0","0","0","true","2026-08-15","2026-09-11"
"n7ff099157abd","【2021年版】ジョギング・マラソンをした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n7ff099157abd","recovered-n7ff099157abd","configured","observed","5","16","0","0","0","true","2026-08-15","2026-09-11"
"n066d8687ef00","歯科健診の受診率に最大3.2倍の地域格差！2020年都道府県ランキングで見る日本のオーラルケア意識","https://note.com/stats47/n/n066d8687ef00","paid-n066d8687ef00","configured","observed","5","15","0","0","0","true","2026-08-15","2026-09-11"
"ncf6086199c7d","【2021年版】趣味としての料理・菓子作りをした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/ncf6086199c7d","recovered-ncf6086199c7d","configured","observed","5","10","0","0","0","true","2026-08-15","2026-09-11"
"ne62fa955bcff","【2021年版・10歳以上】旅行・行楽をした人が多い県は？ 1位は愛知県｜都道府県ランキング","https://note.com/stats47/n/ne62fa955bcff","recovered-ne62fa955bcff","configured","observed","5","8","0","0","0","true","2026-08-15","2026-09-11"
"n4e1e67f70686","【2021年版】器具を使ったトレーニングをした人が多い県は？ 1位は神奈川県｜都道府県ランキング","https://note.com/stats47/n/n4e1e67f70686","recovered-n4e1e67f70686","configured","observed","5","7","0","0","0","true","2026-08-15","2026-09-11"
"nafc693255794","【2021年版】洋舞・社交ダンスをした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/nafc693255794","recovered-nafc693255794","configured","observed","5","5","0","0","0","true","2026-08-15","2026-09-11"
"na25ccb15a6cb","【2021年版】写真の撮影・プリントをした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/na25ccb15a6cb","recovered-na25ccb15a6cb","configured","observed","5","3","0","0","0","true","2026-08-15","2026-09-11"
"nead1c21768b5","【2023年】趣味や遊びの費用、東京は宮崎の1.16倍！エンタメ費用の地域格差を大解剖","https://note.com/stats47/n/nead1c21768b5","paid-nead1c21768b5","configured","observed","5","2","0","0","0","true","2026-08-15","2026-09-11"
"n7ea3a816d39b","【2001年版・15歳以上】旅行・行楽をした人が多い県は？ 1位は埼玉県｜都道府県ランキング","https://note.com/stats47/n/n7ea3a816d39b","recovered-n7ea3a816d39b","configured","observed","5","0","0","0","0","true","2026-08-15","2026-09-11"
"nfa4057b9b8de","【2021年版】茶道をした人が多い県は？ 1位は広島県｜都道府県ランキング","https://note.com/stats47/n/nfa4057b9b8de","recovered-nfa4057b9b8de","configured","observed","4","46","0","0","0","true","2026-08-15","2026-09-11"
"n15ee88b5169d","医療費格差1.5倍！2022年国民健康保険診療費ランキング、あなたの県は健康？","https://note.com/stats47/n/n15ee88b5169d","recovered-n15ee88b5169d","configured","observed","4","12","0","0","0","true","2026-08-15","2026-09-11"
"na76caacd17c3","充足率の都道府県格差、最大3.7倍！長崎7.0%、東京1.9%の地域差","https://note.com/stats47/n/na76caacd17c3","paid-na76caacd17c3","configured","observed","4","3","0","0","0","true","2026-08-15","2026-09-11"
"n3e67c2f80ec1","【2021年版】園芸・庭いじり・ガーデニングをした人が多い県は？ 1位は群馬県｜都道府県ランキング","https://note.com/stats47/n/n3e67c2f80ec1","recovered-n3e67c2f80ec1","configured","observed","3","24","0","0","0","true","2026-08-15","2026-09-11"
"n8df3cf170cf4","【2021年版】ソフトボールをした人が多い県は？ 1位は山口県｜都道府県ランキング","https://note.com/stats47/n/n8df3cf170cf4","recovered-n8df3cf170cf4","configured","observed","3","17","0","0","0","true","2026-08-15","2026-09-11"
"n5158c5766a07","生命保険格差1.6倍！鹿児島県が偏差値65でトップ、東京は最下位。あなたの地域の備えは？","https://note.com/stats47/n/n5158c5766a07","recovered-n5158c5766a07","configured","observed","3","1","0","0","0","true","2026-08-15","2026-09-11"
"ncaddeaf3e2ff","【2021年版】卓球をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/ncaddeaf3e2ff","recovered-ncaddeaf3e2ff","configured","observed","2","21","0","0","0","true","2026-08-15","2026-09-11"
"n285e0ba282d0","【2021年版】CD・スマートフォンなどによる音楽鑑賞をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n285e0ba282d0","recovered-n285e0ba282d0","configured","observed","2","17","0","0","0","true","2026-08-15","2026-09-11"
"n1e63abcfba72","あなたの県は大丈夫？メディア接触時間、地域格差1.38倍！2021年無職男性の過ごし方","https://note.com/stats47/n/n1e63abcfba72","recovered-n1e63abcfba72","configured","observed","2","1","0","0","0","true","2026-08-15","2026-09-11"
"n2b4298e9ac07","【2.1倍格差】リタイア後の趣味時間、東京が圧勝！あなたの老後は大丈夫？","https://note.com/stats47/n/n2b4298e9ac07","recovered-n2b4298e9ac07","configured","observed","2","1","0","0","0","true","2026-08-15","2026-09-11"
"n0e8fd0068d4e","妊産婦支援に2.4倍の地域格差！広島県が偏差値86でトップ、あなたの県は？【2022年】","https://note.com/stats47/n/n0e8fd0068d4e","recovered-n0e8fd0068d4e","configured","observed","2","0","0","0","0","true","2026-08-15","2026-09-11"
"n6305d990f2d2","【2021年版】邦舞・おどりをした人が多い県は？ 1位は鹿児島県・東京都｜都道府県ランキング","https://note.com/stats47/n/n6305d990f2d2","recovered-n6305d990f2d2","configured","observed","2","0","0","0","0","true","2026-08-15","2026-09-11"
"n66ffb10aa41b","【第5章】実践テクニック編：凡例（Legend）とアクセシビリティ","https://note.com/stats47/n/n66ffb10aa41b","paid-n66ffb10aa41b","configured","observed","2","0","0","0","0","true","2026-08-15","2026-09-11"
"n24b5000d587f","女性のメディア時間、地域格差1.38倍！1位富山、最下位長野に見るライフスタイルの違い","https://note.com/stats47/n/n24b5000d587f","recovered-n24b5000d587f","configured","observed","1","1","0","0","0","true","2026-08-15","2026-09-11"
"n02da130aae01","【第3章】発散データ編：プラスとマイナスの対立を可視化する（全30種）","https://note.com/stats47/n/n02da130aae01","paid-n02da130aae01","configured","observed","1","0","0","0","0","true","2026-08-15","2026-09-11"
"n823d76c5cbac","【第6章・完結】特典・付録：全98種 D3.jsカラーパレット辞書 & 実装チートシート","https://note.com/stats47/n/n823d76c5cbac","paid-n823d76c5cbac","configured","observed","1","0","0","0","0","true","2026-08-15","2026-09-11"
"nfe2c65e669a8","【第2章】順序データの配色カタログ40選＆TypeScript実装レシピ","https://note.com/stats47/n/nfe2c65e669a8","paid-nfe2c65e669a8","configured","observed","1","0","0","0","0","true","2026-08-15","2026-09-11"
"n79fefdbd4d4c","【第4章】カテゴリ・循環データ編：定性データの分類と特殊用途（全28種）","https://note.com/stats47/n/n79fefdbd4d4c","paid-n79fefdbd4d4c","configured","observed","0","2","0","0","0","false","2026-08-15","2026-09-11"
"n99561600d4fe","【1.9倍格差】リタイア後の女性、趣味を一番楽しむのは宮城県！あなたの地域は？","https://note.com/stats47/n/n99561600d4fe","recovered-n99561600d4fe","configured","missing_period_row","","","","","","false","2026-08-15","2026-09-11"
